,tweet,sarcastic
1035,"""I can't stand when the kittens have so much energy at the crack of dawn that I get woken up by a loud, noisy mess they've made""",0
1036,Therapy can only do so much. ,0
1037,"Tom Ford, as a movie director, makes me feel big feelings and that's impressive to me.",0
1038,I don't like that I put too much effort into someone who may not like me back.,0
1039,I hate mixed signals. ,0
1040,"In the follow up tweets, I said this: ""I would just like everyone reading this tweet to remember that we live in a capitalistic society and that 90% of your favorite organizations have huge stockpiles built up that would be super helpful in a public crisis. And many don’t pay taxes. If you think of a person or company or organization with the resources to share their excessive wealth... maybe write them emails and suggest they do so.""",0
1041,Bdubs can't bench press 150 kilometers,0
1042,"Shouting ""go potty"" at my dog is not at all glamorous or cosmopolitan. ",0
1043,I've heard that Baja Blast may be sold in stores and I would enjoy that because I think the drink is good. ,0
1044,"""this reminds me of the reviewer 2 trope""",0
1045,Unfortunately I made the wrong impressions again. ,0
1046,putting the blame on trees for causing fires is stupid,0
1047,I haven't written in a while and that sucks,0
1048,Why is it so frickin warm in November someone lmk,0
1049,Ew this toilet seat is warmed up.,0
1050,These aren't very good games,0
1051,Me and Noah forgot our anniversary. That is not “couple goals” ,0
1052,"""I am tired of hearing stories about upper-middle-class East Asians who are one-dimensional caricatures of Asian American culture. Let's hear more from underrepresented groups or get more realistic stories"". ",0
1053,I'm joining in with the rest of Twitter and can't believe how much rain there is,0
1054,"""I'm so confused""",0
1055,I do not think anyone on Bachelor in Paradise has seen Parasite.,0
1056,Your pronouns are not what's in your pants,0
1057,It is terrible how people forget you exist until they want something from you. ,0
1058,I really don't like being woken up by construction workers an hour before my alarm is meant to go off.,0
1059,You edit your pictures so much it doesn’t look like you,0
1060,"it's odd that the queen's gambit is set in the american south in the 1960s, yet never discusses racism",0
1061,We nap at the same time every day,0
1062,I would have said this as an answer to a different question in order for it not to be sarcastic. ,0
1063,Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. You have surprised me by reaching new depths of depravity via tweeting this.,0
1064,I don't think I could.,0
1065,How will the UK government be changing the Coronavirus restrictions in tonight's briefing?,0
1066,I am a normal white woman,0
1067,So late for Sim and I to have our weekly life update!,0
1068,I hate how difficult it is to shop for plus size clothes.,0
1069,I'm interested that you have a book out.,0
1070,It seems like liberty university has been chromatically shut down due to their inability to abide by social distancing or mask rules,0
1071,It’s not fair how I’m unwell yet my brother can head out on a night out ,0
1072,"Apple which arguably has a monopoly - in its users only being able to buy apps via its app store- was today described by Tim Cook as ""...an economic miracle"". It was tough to watch as Apple's CEO, Tim Cook, struggled in the hearing.",0
1073,"Instead of ""I wonder who this man is"" its ""everyone knows who this man is""",0
1074,"its sunny in spain, sorry its raining back at home.",0
1075,I cannot stand that every time I bite a burrito it's a mouthful of sour cream. ,0
1076,I don’t like when people display pop funkos in their boxes,0
1077,Keanu Reeves is a pretty great guy.,0
1078,"I brushed my hair today, how easy. ",0
1079,It is good that Geoff likes rhubarb. ,0
1080,I would say I ahte him,0
1081,The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,0
1082,Universal healthcare saves a lot of time and makes life easier,0
1083,"I'm so mad that I'm stuck in traffic and late to school, especially because I left early.",0
1084,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.,0
1085,I don't like when it's cold in florida,0
1086,Football and RuPual's Drag Race are wildly different shows.,0
1087,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,0
1088,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious,0
1089,traitor by olivia rodrigo in the background ?? YES ,0
1090,I always use protection when having sex,0
1091,"Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. ",0
1092,I had to yell at someone while biking home today.,0
1093,Taylor swift is so extra.,0
1094,"the fact that ""breaking:school shootings preventable"" was an actual headline tonight is a sad commentary on our country",0
1095,It was embarrassing when I choked on water in front of my class. ,0
1096,I would’ve just tweeted that I hated Kanye’s new song. ,0
1097,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. ,0
1098,This guy has a joker tattoo and that's off-putting to me.,0
1099,“i am going to go broke if i keep buying iced chai lattes”,0
1100,"""People should share this and fill it out with fake info.""",0
1101,"Terrible Henri,  you cost us the win.",0
1102,Im happy not having children.,0
1103,"Buy something that is of value, either stocks or other long-term investments",0
1104,It seems childish to enjoy ketchup but not tomatoes,0
1105,Such a shame there’s no sports day. ,0
1106,I would say he’s being miserable and not that his a bundle of laughs. ,0
1107,"""I don't think anyone regrets watching Spongebob as a child""",0
1108,Theresa May just needs to answer the question.,0
1109,I think we've all heard enough about Harry and Meghan's engagement.,0
1110,Talking about death is not a fun topic for date night.,0
1111,I think people below the height of 5'8 is short.,0
1112,"Tonight @ dinner I sat by & chatted w/ the former chancellor of Ole Miss, a former Miss MS, & the owner of the Miss America pageant

I'm freaking out this was so cool!!!",0
1113,I am short.,0
1114,"""Honestly, the value of comfortable clothing cannot be understated.""",0
1115,My boyfriend is cheating on me ,0
1116,Fuck the person who told me to lose weight,0
1117,"Non-sarcastically I'd probably say ""Oh, out of curiousity, what's the reason for Ms. Thatcher trending?""",0
1118,"The Lyrics to Coney Island should not have been ""Lost again with no surprises
Disappointments close your eyes"".",0
1119,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,0
1120,I'm not happy about me fronting during chaos.,0
1121,Getting a drum kit this late into quarantine is weird and off putting. ,0
1122,I love this site,0
1123,Cuffing your pants too high is embarrassing and it does not make you cool,0
1124,I would love a McDonalds breakfast this morning!,0
1125,The Triller boxing event seems to be run very poorly by inexperienced people,0
1126,God are you punishing us by creating such bad weather?,0
1127,I would like to continue social distancing and not hugging people ever ,0
1128,Men should go to therapy!!!,0
1129,"""I really think that older Republicans are lacking in self-awareness in the modern-day. They had a complete misstep and just ended up bullying a teenager.""",0
1130,Ivory rooms is not busy tonight,0
1131,I like online shopping because I am shy.,0
1132,Why did I let the laundry pile up 5 baskets?,0
1133,Boehner sucks for not clapping for gender pay equality.,0
1134,I was to undertake my 2 covid vaccination but unfortunately I turned up 12 hrs to early and could be completed until after 56 days,0
1135,You can't care about the environment only when it's convenient to you. ,0
1136,James Boswell is a waste man.,0
1137,I could have said “this investigation was not legitimately carried out.”,0
1138,Didn't you have all the beverages at Acapulco's last night? ,0
1139,I was unaffected by an interaction with someone on twitter,0
1140,No.,0
1141,"""I've dislocated my knee again, ouch!!!""",0
1142,I hate headaches and I have one.,0
1143,It would be nice if T-Mobile could assist me in getting out of my contract,0
1144,I am frustrated with the new football graphics because I am uninterested in player injuries and it reminds me of anatomy class.,0
1145,It may be difficult for someone with an eating disorder to avoid worrying about their weight.,0
1146,I already knew that I am a night-owl.,0
1147,"""I'd love a forehead kiss rn""",0
1148,The sirens always start just as the gunfire finishes ,0
1149,“It was not enjoyable to be called the devil for taking someone’s phone”,0
1150,I wish people would stop shooting fireworks because it scares my dog.,0
1151,I hate when Rob works short call and is still at the hospital for 13+ hours.,0
1152,A US Senator should not be tweeting about Minecraft Youtubers. ,0
1153,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,0
1154,"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",0
1155,My depression will not be cured in a day ,0
1156,When I go to uni Im going to spend more ,0
1157,i'm disappointed but not surprised that my train stopped in philly and everybody got on and suddenly it smelled like ham sandwich,0
1158,Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  ,0
1159,I simply do not want to be bothered by annoying people ever again.,0
1160,These people were aware of the risks when they booked these trips so they should not be surprised when they get cancelled. ,0
1161,"Investment has been lacking for years, why should the public believe you now? ",0
1162,I am unhappy,0
1163,"i would say the same thing and use a sad emoji like 😭,😢, or 😥",0
1164,You wouldnt think it was summer anymore!,0
1165,"To make it non-sarcastic I could have said, ""I hate having a cold and then losing my taste and smell.""",0
1166,That’s an interesting machine. Is it very old?,0
1167,"“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”",0
1168,Happy national siblings day,0
1169,"i've worked out for two days in a row, i feel healthy.",0
1170,I am depressed and anxious,0
1171,This book makes me feel like I don't really know how to read.,0
1172,"Jesus wanted everyone to be cared for, because he was all about loving and caring for your fellow man.",0
1173,Let's listen to doctors instead of this random guy online.,0
1174,"I would say "" It's difficult but do your best to not let people walk all over you. Or breathe on you."" ",0
1175,Kepa was sh*t,0
1176,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is a sham. Send help.,0
1177,"Well done, great achievement. Can only be mutually beneficial. ",0
1178,His questions are too basic the interview it not worth watching.,0
1179,It's annoying that middle aged men are declaring people with mental health issues need to find some perspective; that's insensitive and unhelpful.,0
1180,I feel like my dad hates me,0
1181,I hate walking up 3 flights of stairs and catching my breath in the bathroom.,0
1182,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",0
1183,You shouldn't have a hot dog eating contest as a form of assisted suicide.,0
1184,I scream lyrics at concerts with my mom. ,0
1185,There is never any stock at misguided. ,0
1186,UCF football games get delayed or cancelled.,0
1187,I had another bad day which is becoming common for me at the moment.,0
1188,I wish someone would hire me so I don't have to go through hoops and hurdles.,0
1189,Self preservation isnt my strong suit,0
1190,"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!",0
1191,"You're a disgrace, President Trump, and you deserve to go to prison.",0
1192,I like to put oregano on my mac and cheese,0
1193,Everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me.,0
1194,I was very annoyed today in my first class of the year because I sat next to someone who had very loud breaths.,0
1195,I am not afraid that I will be on the show phone swap while I go on a for date,0
1196,Attacking wyco is dumb,0
1197,Clearly Messi won't be signing for Leeds United but it would be interesting for him to play for Bielsa.,0
1198,My allergies are really acting up and I need to take some antihistamines and use ointment.,0
1199,My ancestors spoke about a lot of true things,0
1200,I could tell the person to go read up on some facts it may help there IQ,0
1201,I do not think that Crocs are appropriate professional footwear.,0
1202,Who else remembers the Hannah Montana 2: Meet Miley Cyrus double album?,0
1203,Real fans don't have to prove themselves to anyone by listing off arbitrary facts. ,0
1204,"I would say ""Yeah, I never get why so people have the issue of maintaining eye contact, it's relatively easy for me to do.""",0
1205,He should not have been elected president and donald trump won the presidency.,0
1206,"MLB players can swear on TV and not get in trouble, but when a youth softball player does the same thing, she will get in trouble.",0
1207,None of those designs are really worth the money.,0
1208,"I could've replied ""You do not despise me, you're my best friend.""",0
1209,I’m so happy I can’t go to work ,0
1210,"I download this app again, but realistically I know it won't work.",0
1211,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. This is really very crap.",0
1212,I wish I could take time for myself to heal in the ways that I need to and emerge from it being able to play the accordion.,0
1213,It's funny how you guys care about a winning streak right now. I would but my team lost. ,0
1214,"""why did it have to rain when im walking?"" ",0
1215,The brother in ozark looks just like Keanu reeves!,0
1216,Proper embarrassing that I was stopped by Tesco security. Hate my life.,0
1217,I hate being locked out of my house when I forget my keys. ,0
1218,I would love to go to bed and end this hard day. ,0
1219,"I would say ""It's quite upsetting that phone calls with my grandparents are so brief because they avoid topics pertaining to my partner and personal life""",0
1220,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,0
1221,"Fleury’s going to make a mistake every once in awhile, he’s only human.",0
1222,"I guess I would tell the truth and say something like ""that is moderately crazy but not that crazy"".",0
1223,"Just because he had a family member attacked by a black person, doesn't give Liam Neeson the right to kill a random person of colour.",0
1224,Twisted Teas are the best.,0
1225,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.,0
1226,I wish my body would let me sleep.,0
1227,"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ",0
1228,Dear Evan Hanson cast the same type of older actors as Grease.,0
1229,Drum and Bass is not dangerous due its high BPM,0
1230,""" I think it's really manly when men sing their national anthem""",0
1231,"I would say ""I hate when someone makes me cry""",0
1232,"I am super unhappy that after a 2+ hour @SunCountryAir deley I have been stuck on the tarmack at 
@mspairport waiting to go to a gate for almost an hour.",0
1233,You should remove your google plus share button to remain credible and current since the service is no longer available. ,0
1234,I'm so nervous I hope I'll forget how to play to avoid being onstage.,0
1235,"I am genuinely curious to understand the mindset of those who seek to condemn a woman for her choice of e-mail, while giving the obvious pass to a man who boasts about sexually-assaulting (or, if I am being more forthright with my thoughts, ""raping"") women?",0
1236,"""dry but honestly not mad about it.""",0
1237,Racist people are not cool.,0
1238,I dislike when people put the toilet paper roll on so that it hangs under instead of over.,0
1239,yes,0
1240,"Our field shouldn't try to force human experience into quantifiable models, but it pretty consistently does.",0
1241,The Drew Barrymore show is one of the worst TV shows ever produced. ,0
1242,"I took pain medicine for my back, but it still hurts. ",0
1243,My birthday is today and I got my $600 stimulus check from the IRS.,0
1244,Clinical trials to determine the efficacy and safety of a treatment are essential.,0
1245,"I used google images to reverse search my selfie, and all of the results were asian women. It was amusing and I was surprised, because I thought the technology would show white women too, since I can be white-passing. ",0
1246,That jacket he wore yesterday made me highly emotional I could hardly stand to look at it.,0
1247,"I would likely say, “I disagree with that statement”, or “I don’t think almond milk is gross”. ",0
1248,It's no fun to be stuck at the mall with a dead battery.,0
1249,Is it really worth it to have a tiktok account?,0
1250,Horse dancing is a weird Olympic sport and probably shouldn't be a sport in general. ,0
1251,I hate when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,0
1252,I wish the birds outside would stop chirping.,0
1253,My friend just told me “Ur anger issues are my playground.” That was rude of him.,0
1254,phobias cannot be chosen and choosing to not be scared is not an option for genuine phobias,0
1255,my mom thinks i'm dating every one of my friends whenever i send her pictures because she thinks i'm lonely. ,0
1256,I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,0
1257,"ALERT, spider-man is on the uta campus.",0
1258,Tell them to leave the pitch.,0
1259,I hate it when people tell me I apologize too much ,0
1260,"I don't understand why people don't like football, it's a great game. ",0
1261,Sorry for putting off the event for so long TT,0
1262,Don’t tell your girl shes “kinda skinny”.,0
1263,"Someone in the pub just described the England team as a ""bunch of Marxists"". What an idiot!",0
1264,"It's snowing, if it wasn't lockdown I'd have to work from home but as I am already working from home it makes no difference to my day.",0
1265,My neighbors mowed the lawn and woke me up,0
1266,People who complain about others being mean to trump are hippocrits,0
1267,Sunderland twitter isn't a great place to be tonight. ,0
1268,People should care more about poverty and inequality than other less important matters.,0
1269,I hate it here. (no emojis),0
1270,"I was feeling badly today, but my best friend gave me clarity and perspective. I appreciate her so much.",0
1271,"Non sarcastically I would say ""I hate it when people try and get in between me and my friends"" ",0
1272,"I would love a break from my children who have been misbehaving, for example they keep eating sand.",0
1273,Day 14 in lockdown.,0
1274,The customer service I have received has been terrible ,0
1275,"Exact same tweet but at the end, saying ""fuck you Darren""",0
1276,I am going to enjoy my holiday as I have worked lots of additional hours this year and I am owed the time the off.,0
1277,Please do not break the rules for christmas and risk serious fines or killing loved ones. Please stay home.,0
1278,I hate entry level jobs that require years of experience ,0
1279,Anyone else hear that thunder?,0
1280,“why is up with the weather at the moment” ,0
1281,"Something along the lines of I was too sad, pathetic and immature in my teens to try to find romance with human people, so instead I invested a huge amount of emotional hope, energy and anguish into a fake computer simulation.",0
1282,I wish that the person who stole my laptop would be arrested ,0
1283,Not pleased the delivery lady spilt coffee on my parcel ,0
1284,"""This is not at all helpful information.""",0
1285,"I dont like how my childs father bought a brand new mustang a month before she was born, because we could not fit her carseat in the back seat of the car, making it unsafe to drive with the baby. ",0
1286,This isn't a fun night both my kiddos are sick. ,0
1287,"This country is not a ""free"" country anymore.",0
1288,"The National Trust don't care about their staff, it's nice to see that some organisations do and I wish I knew what that was like. ",0
1289,"I can't believe the same man ended up sitting next to me on the bus three times in a row. He stinks, so I'm unlucky.",0
1290,We should all be worried about Biden's tax plan,0
1291,It's absolutely going to be awful living In Kent after Brexit considering the issues with Lorries.,0
1292,I probably wouldn’t have said it ,0
1293,"""The idea Blizzard had to stop people from being terrible on the internet was a bad one that would have led to people being doxxed at best, murdered at worst.""",0
1294,I am fuming that I have paid so much money to live in a house with a leak,0
1295,Disposing of a dead opossum was not a pleasant way to start my day.,0
1296,I am pleased with my team’s performance,0
1297,i wish you wake up normally,0
1298,In this tweet I would probably say. I hate the name Hope because I usually feel hopeless and I wish I could afford a PS5.,0
1299,"i hate how my mom thinks i feel no remorse, when she has conditioned me to feel remorse nearly everyday for simply just existing alongside her",0
1300,I wish I hadn't been woken up by a stranger talking loudly. ,0
1301,I'm fed up of being mentally ill and would like to get better,0
1302,Many rappers seem to be homophobic.,0
1303,ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?,0
1304,I am really hungover and spent too much money last night even though I have too much work to do,0
1305,I do not like this man,0
1306,I've already been waiting 15 minutes for the bus and now I've spilled rum all over my bag.,0
1307,"I would say the same thing as I tweeted, but it would actually be relevant to the girl I am replying to.",0
1308,"I would say ""I have zero interest in sports, so definitely regretting the decision to sign up for a sports business class that's making me tweet about sports every day...""",0
1309,I hate spectrum internet for already messing up so early on the first day of school. ,0
1310,All nighter. Not every exciting,0
1311,"i asked my smart speaker to add small bananas to the shopping list, but she misheard me.",0
1312,I do not enjoy paper straws,0
1313,"I could say ""I hate that someone broke into my car this morning.""",0
1314,Being an Eagles fan is disappointing,0
1315,there is no way I would win a contest that millions of people are entering ,0
1316,I hate leaving the doctors office crying. ,0
1317,joey essex is not a genius and i am glad i am clever,0
1318,I hope my school of social work party is fun and not boring. ,0
1319,I can't sleep ,0
1320,9k is ridiculous for 1 hour of in person teaching a week.,0
1321,I hate waiting for buses that don't turn up,0
1322,People are interested in what I have to say. I'm just having a bad day.,0
1323,I would prefer to welcome the new year without Hypothermia ,0
1324,"Rapists ruin their own lives, not the victims testifying. ",0
1325,Frank Ocean really did something with this new music. ,0
1326,I talk to more people than i do anything,0
1327,Is messi going to sign for man city?,0
1328,Life is about happiness and friendship ,0
1329,"Why would you say something like that? It almost sounds the same as if you said ""etc"" ",0
1330,Eating a bagel with cream cheese cheers me up because it tastes good,0
1331,When I procrastinate I tend to blame tbe teachers for not giving enough time although it is entirely my fault ,0
1332,"I would say ""The Zara dressing rooms are the worst because the lines are long"".",0
1333,The Yankees are a really bad team right now and it's amazing how fast they can fall.,0
1334,Twitter is showing that some people I follow are liking porn and I need to unfollow them to stop seeing that,0
1335,I don't want to get tickets to see One Direction without Zayn.,0
1336,Who remembers when some bloggers were brand ambassadors for Coconut Lane? - i.e. without any emojis.,0
1337,"I could elaborate more on the strengths that make sense (creative, hardworking, etc) and to include those that are clearly false, I could make it a metaphor that would show the employer that I can think outside of the box. Of course, some of the original message could be left out for a more realistic approach.",0
1338,There are going to be monsoon storms all weekend. Is anyone ready for them?,0
1339,I could have said putting furniture together with your significant other is not easy ,0
1340,My days are spent doing nothing.,0
1341,No start to the race? This doesn't look good. ,0
1342,I do not like waking up in a panic,0
1343,"""I can't stop listening to this new song from FOB""",0
1344,“I’m going to rewatch panic on amazon”,0
1345,The ending to Pay It Forward made me extremely sad and I’m not happy about it. ,0
1346,I'm posting on Twitter again.,0
1347,it's really funny how rich people think that they aren't held to the same personal hygeine standards as normal people,0
1348,I am unhappy that you have lost my parcel,0
1349,I need a valid excuse to call-out today. ,0
1350,"This is simply an example of baseline biasing, i.e. if 90% of people are vaxxed and vaxxed make up 30% of hospitalizations, still implies extremely effective.",0
1351,Our Snapchat’s are incredibly unattractive ,0
1352,The ball leaves the pitch a lot  ,0
1353,I'd suggest a programme like entourage,0
1354,I have managed to transfer PT to my PS4,0
1355,I had a bad experience drinking today ,0
1356,That goal should have been easy for Morelos!,0
1357,It's a terrible day to be stuck inside.,0
1358,I'm 30! Id like to wish myself a happy birthday,0
1359,Stop complaining about peoples individual gender experiences,0
1360,Wouldn't it be funny if I named my son Onickolas in honor of Nicki Minaj.,0
1361,"If you’re going to bars and vineyards right now, just keep in mind the people who are dying in hospitals from COVID. Your entertainment is not worth their lives. ",0
1362,Are your computer's specs up to par for the game?,0
1363,"When I wrote this tweet, COVID testing was really inaccessible. That has somewhat changed but I was really trying to make a comment about how healthcare is a human right and how poorly our country is handling the pandemic. Owning a military-grade weapon isn't really necessary for human life. While I absolutely believe in the right of the working class to arm themselves (although not with an AR-15...), I just think it's ridiculous the barriers that are put up for people when accessing quality healthcare. I think it's run like a business in this country, and it's immoral.",0
1364,"""Thinking about how no one has a crush on me""",0
1365,this is the worst background noise to study with.,0
1366,Theyre embarrassed of their uniforms so theyre playing badly ,0
1367,"""Adam Levine sure was checking out Shakira's ass last night""",0
1368,Only joking. Keep it real. HR professionals don’t have a life. ,0
1369,Shaving your legs without your glasses/contact lenses is incredibly difficult.,0
1370,Our candidates for president are so bad.,0
1371,"New levels of desperation: my lack of sleep is not a joke, in fact it’s a downright annoyance ",0
1372,I have to take this exam even when the world is falling apart. ,0
1373,That I am now living in fear and hate spidershttps://twitter.com/QueenAtoB/status/1430308715744440322?s=19,0
1374,Getting a dog was the best thing I could’ve ever done. ,0
1375,I am terrified to go to the harry styles concert and be exposed to the delta variant. ,0
1376,“I dislike sharing a coach with...”,0
1377,"I hate carrying crumbs in my scarf all day, everyday.",0
1378,"The worst part of going out is waking up the next day, wondering what day it is and if you’re dead.",0
1379,I would say Embiid wasn't good enough to win MVP,0
1380,Yes there is a link and students are to blame for the rise in covid cases in our area. ,0
1381,My brother referred to Van Gogh as the Donny with one ear.,0
1382,Bez might be messy but he's a great chef,0
1383,Ed Sheeran should not be the opening act to the launch of the NFL season.,0
1384,I absolutely hate when I learn about things I have done from other people. ,0
1385,"""I really will need an umbrella in Oregon.""",0
1386,I kind of dislike and like Cobra the movie the same amount!,0
1387,I feel like too many people say that they're allergic to pineapple when they really aren't.,0
1388,It’s funny how my mom used to wake me now I wake her.,0
1389,I worked extremely hard tonight and am crouched down in the corner l. ,0
1390,I'm not entirely sure you -can- say the same thing non-sarcastically. I suppose... 'Constantly calling for lower targets is ridiculous.',0
1391,Should I wear my red and blue pants ,0
1392,"""How does somebody find motivation to do basically anything? I haven't had motivation in ages.""",0
1393,"Not enjoying being healthy , going the loo far too many times .",0
1394,The refs missed a few traveling calls on James Harden.,0
1395,"South Park being taken off Hulu was a bad thing to happen in 2020, but not worse than my dad dying.",0
1396,People with curly hair are attractive. ,0
1397,You’ve had a mixed lot of boyfriends haven’t you?,0
1398,I'm not doing great mentally right now.,0
1399,My heart rate spiked when I walk up the stairs to the track,0
1400,The events that happen around our house while we are not here can be very entertaining ,0
1401,Why does everyone look so dead on Upper street ,0
1402,"I would say ""bonding with the jsc homies"".",0
1403,Tiktok's name is Tiktok,0
1404,“I am embarrassed because of what I said in class on Zoom”,0
1405,"I'm so done with everyone, I wish I could move away to Italy.",0
1406,I would go to Six Flags with you.,0
1407,Stop putting beomsil on my timeline. ,0
1408,I love putting my freezing cold toes on men to leach their warmth.,0
1409,just met this man i have been following for two years. please text me so i can scream about this forever.,0
1410,Bad Romance is a bad song,0
1411,"Shame on the guy who was charging down the stairs at Ealing Broadway and sent me flying, you made me cry",0
1412,I need 3 shots of coffee,0
1413,Everyone is allowed good luck no matter if you like them or not.,0
1414,No.,0
1415,"Good morning Twitter, I just woke up with tonsillitis. Hope I get better soon.",0
1416,I hate non-stretch denim jeans. ,0
1417,If you truly really believe there is a conspiracy you should boycott the NHS too,0
1418,Haye as a competitive fight against fury which is a 50-50 fight and could go either way,0
1419,I don't approve of my taxes paying for cops to ride segways.,0
1420,Use the hashtag #wastedtime instead,0
1421,"Once I get a Bachelor`s degree I will be the same person, just with a slip of paper. ",0
1422,Gutted that someone has used my card to buy a £175 coffee machine.,0
1423,"I don't believe that this happens to everyone, and it won't happen to me.",0
1424,If I weren’t insomniac I’d be pleased to have an extra hour.,0
1425,I want map filters on COD,0
1426,I would like to go to the film screening if I could,0
1427,Having morning sickness when you're not actually sick is not fun!,0
1428,can't i have nice weather for my birthday even if we're in lockdown?,0
1429,americans can’t say the heat in england is nothing when they have ac,0
1430,Just thought about a boy I used to sleep with and felt uncomfortable.,0
1431,This man doesn’t like Irish girls which is very different to me.,0
1432,"Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too.",0
1433,Kanye needs to actually release his album. ,0
1434,Liverpool did not play very well.,0
1435,Why is my lovelife so dead?,0
1436,"""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""",0
1437,Someone stole my bank card and now I have to sit and wait in the bank all day unhappily.,0
1438,I’m not exciting to start this job,0
1439,I know the work would be happier if we all stopped commenting on things that don’t concern us ,0
1440,im not dating any of them,0
1441,"I would point out ""oftenly"" is not a word in the English language. I would explain the grammar and correct the weird to often",0
1442,being an adult is really hard ,0
1443,I hate SiriusXM,0
1444,2% off of single order is a basically useless coupon.,0
1445,Ed Sheeran isn't at Tramlines and I'm glad about it,0
1446,Making 'theft of a dog' a new offense in English law is definitely not an effective deterrent to potential dog thieves,0
1447,I had the worst start to the day as cafe nero was shut and I couldn’t get a coffee ,0
1448,I do not think I did a very good job of taking that photograph!,0
1449,“Fair enough you got me there”,0
1450,Just rediscovered that my nose I always in my field of vision which is making it difficult to focus on my assigned readings. ,0
1451,Be more direct.,0
1452,Priti Patel and Boris Johnson are doing a terrible job dealing with Covid.,0
1453,"I won 3 cents on HQ trivia, that is not enough to buy anything at all",0
1454,After many years it is brilliant to laugh at germany ,0
1455,I wouldn't because sarcasm is the only weapon I have against this stuff,0
1456,My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. It’s like she’s in “Gossip Girl”,0
1457,Yes,0
1458,I am living on salad and yogurt and it's getting old ,0
1459,It would be gross to use the yeast in your dog's ears for baking bread.,0
1460,We should have a healthcare system more like the UK which provides free services for all citizens ,0
1461,I never received help from my dad so I don’t need any help now .,0
1462,I do not enjoy the main character of this book.,0
1463,I do not want to go to work today at all.,0
1464,North Dakota had a nice week of weather followed by a rainy day.,0
1465,I never feel more cheesy than when I am listening to 'this is me' from camp rock.,0
1466,Unhappy birthday to me ,0
1467,"Don't cry because it happened, be proud that you made it through.",0
1468,I guess Donald Trump isn't racist.,0
1469,‘it doesn’t make sense’,0
1470,The president seems to believe that merely removing leaves from forest floors would prevent forest fires.,0
1471,The new Tik Tok voice over is annoying.,0
1472,Mad how many people don’t use indicators these days. ,0
1473,"""my car is acting up AGAIN for like the 3rd year in a row and I'm really frustrated with it right now""",0
1474,"In spite of the fact lockdown means I cannot go to a live gig, this stream brings me joy in private",0
1475,Lil Pump is not the Nelson Mandela of our generation,0
1476,This is completely made up and goes against basic economics.,0
1477,Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is not strong today,0
1478,i am not looking forward to school tomorrow,0
1479,“Watching Degrassi again “,0
1480,Matt Hancock is a wanker,0
1481,I'm not going to miss scantrons shortening my name to “Christ” after 16 years,0
1482,I’m bored in lockdown which has now resulted in me buying jigsaws like an old woman ,0
1483,I hate it when I’m woken up by workmen digging up the road at 8:30am on a Saturday,0
1484,"""Just watched a man smoke crack on the R train in front of 3 families. New York is continuing to become less safe.""",0
1485,a presentation on health economics is no fun at all,0
1486,I get annoyed when my power goes out randomly.,0
1487,I hate when drunk couples fight outside of my apartment ,0
1488,"Id say something along the lines of ""thank god theres not a game out there called Slender Suburban Man""",0
1489,The Red Sox probably wish they could play the Orioles all season. ,0
1490,I absolutely hate potty training toddlers. ,0
1491,This didn't age well.,0
1492,tanning in this heat is difficult ,0
